width,params,repeat,epoch,train_loss,train_acc,test_loss,test_acc
2,1718,1,180,1.676687,0.444700,1.646510,0.413700
2,1718,1,181,1.674582,0.441400,1.644896,0.414300
2,1718,1,182,1.673978,0.444100,1.647052,0.414600
2,1718,1,183,1.672675,0.443900,1.647568,0.413900
2,1718,1,184,1.671741,0.444600,1.641497,0.414500
2,1718,1,185,1.671514,0.445400,1.646109,0.413400
2,1718,1,186,1.670969,0.442100,1.647487,0.414100
2,1718,1,187,1.670045,0.443200,1.646627,0.413300
2,1718,1,188,1.668839,0.443500,1.646329,0.415500
2,1718,1,189,1.668802,0.443300,1.647304,0.414300
2,1718,1,190,1.668059,0.443100,1.645009,0.413200
2,1718,1,191,1.667852,0.444200,1.645719,0.414100
2,1718,1,192,1.667438,0.444800,1.645417,0.414100
2,1718,1,193,1.666900,0.444400,1.646254,0.413800
2,1718,1,194,1.666543,0.444000,1.646230,0.413600
2,1718,1,195,1.666282,0.445200,1.645853,0.414000
2,1718,1,196,1.666163,0.444000,1.646028,0.413500
2,1718,1,197,1.665889,0.444800,1.646031,0.413600
2,1718,1,198,1.665740,0.444600,1.646139,0.413300
2,1718,1,199,1.665610,0.444600,1.646165,0.413100
2,1718,1,200,1.665526,0.444800,1.646171,0.413100
2,1718,2,1,2.198072,0.185100,2.023217,0.272000
2,1718,2,2,2.086438,0.255400,1.985372,0.275300
2,1718,2,3,2.085962,0.248500,1.853506,0.333600
2,1718,2,4,2.021065,0.281300,1.878159,0.318600
2,1718,2,5,2.015752,0.281100,2.011066,0.288800
2,1718,2,6,1.996192,0.297700,1.839282,0.337200
2,1718,2,7,2.001148,0.288100,1.800323,0.346800
2,1718,2,8,1.990962,0.297100,1.806075,0.340400
2,1718,2,9,1.993395,0.288700,1.993808,0.263100
2,1718,2,10,2.033714,0.275000,1.855329,0.326300
2,1718,2,11,2.006822,0.282900,1.844630,0.320700
2,1718,2,12,1.997503,0.293700,1.827832,0.325700
2,1718,2,13,1.991614,0.296200,1.810486,0.350800
2,1718,2,14,1.984917,0.295000,1.781089,0.350400
2,1718,2,15,1.959866,0.307500,1.984872,0.321800
2,1718,2,16,1.986572,0.300500,1.849731,0.334800
2,1718,2,17,1.993111,0.290800,1.890657,0.310400
2,1718,2,18,1.994032,0.294500,1.808176,0.333500
2,1718,2,19,1.991774,0.288300,1.900164,0.295500
2,1718,2,20,1.983497,0.296400,1.846225,0.324600
2,1718,2,21,1.992663,0.292300,1.907255,0.292400
2,1718,2,22,1.975689,0.297400,1.789287,0.341900
2,1718,2,23,1.990254,0.294700,1.869085,0.310900
2,1718,2,24,2.025000,0.273500,1.864815,0.323200
2,1718,2,25,1.993780,0.292800,1.855734,0.326200
2,1718,2,26,2.007733,0.292900,1.820905,0.328500
2,1718,2,27,1.990355,0.296900,1.858829,0.307600
2,1718,2,28,1.991278,0.292000,1.836902,0.319300
2,1718,2,29,1.983543,0.291500,1.806698,0.335200
2,1718,2,30,1.987335,0.288200,1.850767,0.316700
2,1718,2,31,1.985052,0.296900,1.822066,0.343300
2,1718,2,32,1.970847,0.295600,1.817442,0.318200
2,1718,2,33,1.974850,0.297700,1.826767,0.318800
2,1718,2,34,1.969143,0.304500,1.863017,0.306600
2,1718,2,35,1.993943,0.286300,1.878249,0.313800
2,1718,2,36,1.991590,0.293500,1.826184,0.329300
2,1718,2,37,1.976877,0.296600,1.820214,0.331000
2,1718,2,38,1.988735,0.292800,1.813001,0.335300
2,1718,2,39,1.971387,0.305900,1.861594,0.311200
2,1718,2,40,1.981391,0.298200,1.842535,0.334000
2,1718,2,41,1.978575,0.292000,1.862944,0.318700
2,1718,2,42,2.021684,0.277000,1.852885,0.324700
2,1718,2,43,1.965113,0.298900,1.847756,0.319700
2,1718,2,44,1.990003,0.294000,1.820861,0.327000
2,1718,2,45,1.970793,0.292700,1.923068,0.291000
2,1718,2,46,2.015290,0.276300,1.855099,0.319900
2,1718,2,47,1.992723,0.280800,1.836212,0.324100
2,1718,2,48,1.973795,0.293700,1.842462,0.319500
2,1718,2,49,1.984904,0.288700,1.856762,0.319200
2,1718,2,50,1.974000,0.298800,1.865402,0.309500
2,1718,2,51,1.964840,0.302600,1.856195,0.319500
2,1718,2,52,1.964628,0.304700,1.847732,0.318200
2,1718,2,53,1.983964,0.295800,1.864330,0.311200
2,1718,2,54,1.977274,0.299200,1.838592,0.319600
2,1718,2,55,1.963566,0.305100,1.799894,0.338300
2,1718,2,56,1.962960,0.304900,1.787480,0.342900
2,1718,2,57,1.957496,0.309000,1.816159,0.352300
2,1718,2,58,1.962855,0.305500,1.830458,0.332400
2,1718,2,59,1.979500,0.298800,1.820074,0.326000
2,1718,2,60,1.960372,0.306000,1.838432,0.325300
2,1718,2,61,1.962285,0.300800,1.793047,0.336200
2,1718,2,62,1.967882,0.300600,1.793460,0.336700
2,1718,2,63,1.949339,0.313200,1.811225,0.335900
2,1718,2,64,1.956018,0.302000,1.864026,0.321100
2,1718,2,65,1.942546,0.313600,1.803610,0.333100
2,1718,2,66,1.936004,0.316600,1.827734,0.324900
2,1718,2,67,1.951290,0.308000,1.817494,0.336700
2,1718,2,68,1.934477,0.316100,1.838068,0.329800
2,1718,2,69,1.955353,0.309000,1.780257,0.345400
2,1718,2,70,1.933775,0.320600,1.890973,0.290700
2,1718,2,71,1.968979,0.299900,1.943759,0.295800
2,1718,2,72,1.957026,0.303600,1.805570,0.334000
2,1718,2,73,1.947780,0.313500,1.840969,0.320300
2,1718,2,74,1.945196,0.307900,1.812633,0.335200
2,1718,2,75,1.949483,0.314800,1.840875,0.332000
2,1718,2,76,1.939686,0.311100,1.831956,0.331200
2,1718,2,77,1.931395,0.322100,1.761111,0.357000
2,1718,2,78,1.951621,0.305900,1.789340,0.335700
2,1718,2,79,1.945168,0.315200,1.816222,0.334200
2,1718,2,80,1.926911,0.323700,1.775121,0.350700
2,1718,2,81,1.923631,0.322800,1.815587,0.342600
2,1718,2,82,1.934400,0.319200,1.814363,0.341900
2,1718,2,83,1.940026,0.315100,1.821332,0.326600
2,1718,2,84,1.937924,0.315100,1.867598,0.308300
2,1718,2,85,1.938283,0.314000,1.831301,0.324900
2,1718,2,86,1.924243,0.322200,1.783313,0.345900
2,1718,2,87,1.917600,0.324700,1.794609,0.337100
2,1718,2,88,1.930411,0.319900,1.776089,0.341500
2,1718,2,89,1.912506,0.326200,1.792220,0.340200
2,1718,2,90,1.912050,0.329500,1.807199,0.346000
2,1718,2,91,1.921897,0.323200,1.826044,0.326500
2,1718,2,92,1.901673,0.329200,1.760310,0.350900
2,1718,2,93,1.905969,0.332800,1.812396,0.336900
2,1718,2,94,1.908457,0.325900,1.795174,0.339700
2,1718,2,95,1.915597,0.328600,1.789528,0.354700
2,1718,2,96,1.908928,0.330000,1.809053,0.337700
2,1718,2,97,1.908539,0.330400,1.768208,0.368900
2,1718,2,98,1.889767,0.342600,1.790534,0.354800
2,1718,2,99,1.899632,0.335300,1.755003,0.359300
2,1718,2,100,1.908330,0.328600,1.760283,0.353500
2,1718,2,101,1.895494,0.341400,1.850238,0.329100
2,1718,2,102,1.911433,0.330300,1.805511,0.346700
2,1718,2,103,1.888928,0.341200,1.887949,0.313900
2,1718,2,104,1.911320,0.325000,1.771091,0.359000
2,1718,2,105,1.893245,0.330900,1.783419,0.346400
2,1718,2,106,1.896288,0.337400,1.751439,0.368100
2,1718,2,107,1.886996,0.344000,1.783113,0.345700
2,1718,2,108,1.887118,0.342100,1.782765,0.358100
2,1718,2,109,1.885039,0.340000,1.761933,0.354100
2,1718,2,110,1.887179,0.336900,1.771003,0.353700
2,1718,2,111,1.896996,0.336600,1.751422,0.354400
2,1718,2,112,1.876651,0.343600,1.820117,0.331500
2,1718,2,113,1.892022,0.336100,1.794623,0.337500
2,1718,2,114,1.889087,0.339000,1.777866,0.347500
2,1718,2,115,1.875927,0.340900,1.757552,0.365700
2,1718,2,116,1.874036,0.341300,1.736886,0.375700
2,1718,2,117,1.874076,0.348000,1.752901,0.360900
2,1718,2,118,1.864583,0.351700,1.765658,0.362000
2,1718,2,119,1.878477,0.352900,1.743539,0.360900
2,1718,2,120,1.873621,0.344300,1.758264,0.368200
2,1718,2,121,1.864964,0.359500,1.735915,0.368700
2,1718,2,122,1.857573,0.355100,1.752930,0.360600
2,1718,2,123,1.864499,0.355200,1.750819,0.363200
2,1718,2,124,1.859437,0.353200,1.736603,0.374100
2,1718,2,125,1.860121,0.351900,1.730914,0.373900
2,1718,2,126,1.856850,0.354800,1.758158,0.360600
2,1718,2,127,1.864181,0.351000,1.785075,0.343200
2,1718,2,128,1.859519,0.352800,1.729579,0.374400
2,1718,2,129,1.856015,0.357600,1.744210,0.373100
2,1718,2,130,1.846641,0.358000,1.760248,0.363200
2,1718,2,131,1.848829,0.356700,1.754842,0.357300
2,1718,2,132,1.850268,0.357500,1.760916,0.364200
2,1718,2,133,1.857755,0.353300,1.802326,0.340700
2,1718,2,134,1.854003,0.355500,1.728244,0.372500
2,1718,2,135,1.848190,0.358900,1.740734,0.366900
2,1718,2,136,1.857111,0.352200,1.731795,0.375300
2,1718,2,137,1.833826,0.369600,1.720304,0.372100
2,1718,2,138,1.842327,0.365200,1.748419,0.374200
2,1718,2,139,1.835508,0.368500,1.723446,0.383000
2,1718,2,140,1.836939,0.366500,1.726171,0.369900
2,1718,2,141,1.829397,0.372500,1.721095,0.376100
2,1718,2,142,1.834908,0.372700,1.744252,0.370300
2,1718,2,143,1.830171,0.377100,1.733320,0.373700
2,1718,2,144,1.820452,0.374700,1.731751,0.377800
2,1718,2,145,1.826229,0.368800,1.720510,0.381400
2,1718,2,146,1.825372,0.375900,1.719642,0.384800
2,1718,2,147,1.825012,0.374200,1.720711,0.373800
2,1718,2,148,1.830942,0.372300,1.727528,0.372800
2,1718,2,149,1.829813,0.374700,1.713251,0.386300
2,1718,2,150,1.820435,0.380200,1.702560,0.390600
2,1718,2,151,1.817190,0.378500,1.708191,0.381700
2,1718,2,152,1.813526,0.383700,1.715339,0.380900
2,1718,2,153,1.814644,0.381300,1.712757,0.381900
2,1718,2,154,1.810218,0.383000,1.718646,0.378400
2,1718,2,155,1.809664,0.382000,1.705337,0.383300
2,1718,2,156,1.810162,0.384400,1.705571,0.383400
2,1718,2,157,1.812086,0.381100,1.708464,0.386900
2,1718,2,158,1.807595,0.387200,1.710753,0.386000
2,1718,2,159,1.808158,0.383800,1.716604,0.379700
2,1718,2,160,1.805891,0.382000,1.726556,0.378700
2,1718,2,161,1.808320,0.379700,1.709462,0.387700
2,1718,2,162,1.801353,0.387300,1.705308,0.388800
2,1718,2,163,1.802374,0.388400,1.702466,0.390300
2,1718,2,164,1.799134,0.385500,1.720158,0.380700
2,1718,2,165,1.797619,0.383900,1.708150,0.386300
2,1718,2,166,1.797155,0.390100,1.709527,0.383200
2,1718,2,167,1.795626,0.386600,1.700515,0.391400
2,1718,2,168,1.795606,0.388400,1.704602,0.386700
2,1718,2,169,1.795122,0.386700,1.703604,0.387600
2,1718,2,170,1.793432,0.390500,1.703684,0.389100
2,1718,2,171,1.793585,0.387500,1.703984,0.393600
2,1718,2,172,1.791419,0.390800,1.707932,0.386200
2,1718,2,173,1.789422,0.393300,1.709040,0.380700
2,1718,2,174,1.791569,0.390600,1.704041,0.389000
2,1718,2,175,1.788661,0.392200,1.708534,0.383400
2,1718,2,176,1.790339,0.392800,1.704866,0.390300
2,1718,2,177,1.787563,0.396700,1.709038,0.385600
2,1718,2,178,1.787016,0.395300,1.702655,0.389900
2,1718,2,179,1.785665,0.390900,1.705499,0.387300
2,1718,2,180,1.785599,0.393700,1.708599,0.384100
2,1718,2,181,1.784669,0.393300,1.703915,0.390200
2,1718,2,182,1.783996,0.390700,1.703158,0.387800
2,1718,2,183,1.782423,0.393400,1.703244,0.388700
2,1718,2,184,1.782685,0.396300,1.702625,0.389900
2,1718,2,185,1.782680,0.392800,1.705654,0.387600
2,1718,2,186,1.781737,0.395900,1.701273,0.390300
2,1718,2,187,1.780685,0.397000,1.702247,0.390600
2,1718,2,188,1.780222,0.395800,1.702962,0.389600
2,1718,2,189,1.780120,0.397100,1.702079,0.389300
2,1718,2,190,1.779615,0.397200,1.702287,0.388600
2,1718,2,191,1.779312,0.396100,1.701264,0.389900
2,1718,2,192,1.778775,0.397700,1.701706,0.388800
2,1718,2,193,1.778417,0.399100,1.701720,0.389600
2,1718,2,194,1.778295,0.397600,1.701727,0.391100
2,1718,2,195,1.777897,0.398000,1.701689,0.389900
2,1718,2,196,1.777742,0.398200,1.701724,0.389700
2,1718,2,197,1.777553,0.397800,1.701754,0.389800
2,1718,2,198,1.777396,0.397800,1.701794,0.389500
2,1718,2,199,1.777255,0.398100,1.701769,0.389500
2,1718,2,200,1.777204,0.398300,1.701771,0.389700
4,4146,0,1,2.174722,0.194600,1.956107,0.301500
4,4146,0,2,2.055405,0.272200,1.821351,0.366300
4,4146,0,3,1.982318,0.307500,1.764988,0.357300
4,4146,0,4,1.957579,0.314300,1.757245,0.372200
4,4146,0,5,1.921313,0.331900,1.786370,0.350500
4,4146,0,6,1.908450,0.339900,1.699327,0.385300
4,4146,0,7,1.886180,0.349100,1.758293,0.364700
4,4146,0,8,1.896594,0.343000,1.673496,0.400400
4,4146,0,9,1.852945,0.365300,1.701293,0.400000
4,4146,0,10,1.911041,0.335000,1.694014,0.386200
4,4146,0,11,1.893760,0.341900,1.735973,0.375800
4,4146,0,12,1.896464,0.345200,1.819616,0.351500
4,4146,0,13,1.914921,0.335200,1.804583,0.349500
4,4146,0,14,1.859513,0.358400,1.767452,0.373400
4,4146,0,15,1.864698,0.361300,1.748798,0.363000
4,4146,0,16,1.862200,0.357800,1.734411,0.369700
4,4146,0,17,1.865626,0.352000,1.701795,0.382600
4,4146,0,18,1.866737,0.352400,1.670525,0.405600
4,4146,0,19,1.851059,0.362300,1.708458,0.394700
4,4146,0,20,1.845634,0.364100,1.682625,0.404700
4,4146,0,21,1.855382,0.358100,1.653280,0.397400
4,4146,0,22,1.829033,0.376100,1.680257,0.402100
4,4146,0,23,1.822545,0.374900,1.741207,0.386500
4,4146,0,24,1.869864,0.356300,1.728635,0.381300
4,4146,0,25,1.854330,0.358700,1.718498,0.388400
4,4146,0,26,1.859869,0.356900,1.731634,0.367400
4,4146,0,27,1.861727,0.355300,1.728567,0.381800
4,4146,0,28,1.855670,0.348100,1.760176,0.367500
4,4146,0,29,1.857112,0.362600,1.741029,0.374500
4,4146,0,30,1.846027,0.362300,1.721101,0.387200
4,4146,0,31,1.817349,0.376400,1.701278,0.381300
4,4146,0,32,1.817594,0.367100,1.689072,0.397000
4,4146,0,33,1.810763,0.379600,1.671256,0.403600
4,4146,0,34,1.825121,0.377600,1.681540,0.398600
4,4146,0,35,1.801463,0.380900,1.688907,0.391600
4,4146,0,36,1.826177,0.366800,1.703030,0.398800
4,4146,0,37,1.822725,0.373600,1.753363,0.368600
4,4146,0,38,1.832297,0.367300,1.723544,0.385300
4,4146,0,39,1.784550,0.390300,1.765265,0.367000
4,4146,0,40,1.822821,0.369400,1.705578,0.384200
4,4146,0,41,1.832303,0.362400,1.854089,0.349600
4,4146,0,42,1.811702,0.378700,1.697779,0.394600
4,4146,0,43,1.803065,0.376000,1.728198,0.382300
4,4146,0,44,1.834645,0.371800,1.766448,0.373400
4,4146,0,45,1.798701,0.384500,1.687248,0.395400
4,4146,0,46,1.778530,0.394200,1.711003,0.390900
4,4146,0,47,1.782002,0.386400,1.701698,0.397000
4,4146,0,48,1.779467,0.393700,1.744161,0.386700
4,4146,0,49,1.804018,0.380500,1.700671,0.395000
4,4146,0,50,1.785845,0.389100,1.717887,0.392300
4,4146,0,51,1.814371,0.380800,1.814905,0.359600
4,4146,0,52,1.796658,0.383000,1.728359,0.387500
4,4146,0,53,1.796453,0.380100,1.702529,0.392600
4,4146,0,54,1.774403,0.399300,1.742229,0.371200
4,4146,0,55,1.774052,0.398000,1.745896,0.379300
4,4146,0,56,1.783471,0.388400,1.718649,0.384100
4,4146,0,57,1.781527,0.390800,1.694147,0.390300
4,4146,0,58,1.765665,0.393400,1.705913,0.390700
4,4146,0,59,1.754528,0.396700,1.836801,0.356700
4,4146,0,60,1.778833,0.392000,1.703668,0.394300
4,4146,0,61,1.754526,0.399100,1.800528,0.369100
4,4146,0,62,1.777304,0.387700,1.730952,0.386700
4,4146,0,63,1.783194,0.386800,1.700449,0.388000
4,4146,0,64,1.753805,0.396000,1.731745,0.390200
4,4146,0,65,1.748167,0.400700,1.731996,0.390100
4,4146,0,66,1.719035,0.411400,1.711395,0.390300
4,4146,0,67,1.734244,0.405200,1.746383,0.379500
4,4146,0,68,1.745211,0.405200,1.729600,0.389300
4,4146,0,69,1.734432,0.399700,1.747284,0.382500
4,4146,0,70,1.731694,0.405900,1.723791,0.385000
4,4146,0,71,1.727877,0.414200,1.710326,0.397500
4,4146,0,72,1.719328,0.407000,1.718764,0.383400
4,4146,0,73,1.718042,0.414900,1.762209,0.378900
4,4146,0,74,1.718946,0.410800,1.719837,0.384700
4,4146,0,75,1.716103,0.414300,1.747684,0.379800
4,4146,0,76,1.709980,0.416300,1.739070,0.383900
4,4146,0,77,1.724256,0.403500,1.717272,0.393000
4,4146,0,78,1.708291,0.411900,1.752355,0.376700
4,4146,0,79,1.699290,0.419200,1.778768,0.383200
4,4146,0,80,1.726510,0.407900,1.747397,0.382500
4,4146,0,81,1.710053,0.415300,1.703189,0.392800
4,4146,0,82,1.701247,0.416100,1.722292,0.388400
4,4146,0,83,1.678354,0.425900,1.723998,0.394400
4,4146,0,84,1.674298,0.429000,1.713997,0.392000
4,4146,0,85,1.664126,0.430900,1.772637,0.380300
4,4146,0,86,1.689692,0.426600,1.730316,0.396600
4,4146,0,87,1.677240,0.421200,1.761843,0.382000
4,4146,0,88,1.716281,0.414900,1.793627,0.374100
4,4146,0,89,1.682684,0.431800,1.758541,0.379800
4,4146,0,90,1.688203,0.420100,1.767613,0.379600
4,4146,0,91,1.663361,0.434000,1.737942,0.389600
4,4146,0,92,1.651101,0.438500,1.728828,0.395400
4,4146,0,93,1.665963,0.431500,1.756508,0.387500
4,4146,0,94,1.640035,0.447900,1.751789,0.384400
4,4146,0,95,1.654816,0.431800,1.777617,0.375700
4,4146,0,96,1.668115,0.426800,1.738685,0.387900
4,4146,0,97,1.664610,0.436100,1.772002,0.383500
4,4146,0,98,1.657433,0.438200,1.745519,0.389600
4,4146,0,99,1.620721,0.448700,1.762500,0.382700
4,4146,0,100,1.625648,0.440000,1.748757,0.394200
4,4146,0,101,1.625768,0.444300,1.750828,0.383500
4,4146,0,102,1.617829,0.448000,1.772157,0.384200
4,4146,0,103,1.611300,0.451100,1.766745,0.387700
4,4146,0,104,1.605561,0.452500,1.792212,0.384000
4,4146,0,105,1.635220,0.444200,1.767095,0.393900
4,4146,0,106,1.595087,0.458900,1.749539,0.390800
4,4146,0,107,1.604264,0.452100,1.765938,0.390500
4,4146,0,108,1.594976,0.457100,1.761048,0.392200
4,4146,0,109,1.587757,0.469600,1.784621,0.384700
4,4146,0,110,1.609401,0.455400,1.771087,0.388100
4,4146,0,111,1.581506,0.462100,1.781909,0.388700
4,4146,0,112,1.570679,0.467700,1.762453,0.392300
4,4146,0,113,1.570714,0.467400,1.782820,0.388400
4,4146,0,114,1.565106,0.472200,1.797400,0.376200
4,4146,0,115,1.560966,0.468600,1.783341,0.390600
4,4146,0,116,1.558294,0.472600,1.765334,0.389700
4,4146,0,117,1.558879,0.471500,1.777362,0.386500
4,4146,0,118,1.587982,0.462600,1.801926,0.392800
4,4146,0,119,1.544698,0.477100,1.795914,0.383700
4,4146,0,120,1.532810,0.477500,1.809329,0.381300
4,4146,0,121,1.538750,0.481100,1.818482,0.378200
4,4146,0,122,1.544278,0.477500,1.818201,0.380800
4,4146,0,123,1.547221,0.470100,1.798157,0.384100
4,4146,0,124,1.533771,0.479500,1.811094,0.377900
4,4146,0,125,1.521151,0.481900,1.827920,0.382500
4,4146,0,126,1.509776,0.484100,1.836491,0.377300
4,4146,0,127,1.506213,0.486900,1.823225,0.390100
4,4146,0,128,1.517233,0.484000,1.792162,0.385300
4,4146,0,129,1.507615,0.492700,1.849238,0.379600
4,4146,0,130,1.506385,0.486900,1.813276,0.383800
4,4146,0,131,1.504861,0.487000,1.832579,0.387600
4,4146,0,132,1.503544,0.490600,1.841427,0.378100
4,4146,0,133,1.484332,0.492900,1.825754,0.382400
4,4146,0,134,1.484705,0.492600,1.828826,0.378300
4,4146,0,135,1.480964,0.500200,1.841997,0.382200
4,4146,0,136,1.466325,0.497900,1.831631,0.381400
4,4146,0,137,1.465490,0.498100,1.847093,0.381500
4,4146,0,138,1.462885,0.498800,1.840603,0.378000
4,4146,0,139,1.456568,0.504600,1.870755,0.377400
4,4146,0,140,1.458169,0.503000,1.851034,0.383900
4,4146,0,141,1.453124,0.507500,1.850522,0.384300
4,4146,0,142,1.445857,0.511300,1.855103,0.376100
4,4146,0,143,1.447443,0.508500,1.869225,0.378500
4,4146,0,144,1.440328,0.513300,1.873521,0.382900
4,4146,0,145,1.439263,0.514300,1.876152,0.377300
4,4146,0,146,1.436673,0.510000,1.872962,0.376800
4,4146,0,147,1.429238,0.515800,1.868779,0.378800
4,4146,0,148,1.422151,0.513200,1.870779,0.376100
4,4146,0,149,1.426345,0.515400,1.877270,0.379500
4,4146,0,150,1.408814,0.519500,1.891243,0.380400
4,4146,0,151,1.418139,0.519000,1.897443,0.379900
4,4146,0,152,1.410265,0.523800,1.878914,0.374700
4,4146,0,153,1.403890,0.522500,1.886930,0.369600
4,4146,0,154,1.411531,0.520900,1.898537,0.376900
4,4146,0,155,1.396365,0.524200,1.887049,0.376900
4,4146,0,156,1.397660,0.526700,1.908907,0.377700
4,4146,0,157,1.393168,0.531600,1.911915,0.371700
4,4146,0,158,1.388947,0.525400,1.909185,0.375900
4,4146,0,159,1.388659,0.530600,1.899984,0.376700
4,4146,0,160,1.380821,0.529800,1.912039,0.379000
4,4146,0,161,1.379782,0.532100,1.912137,0.373700
4,4146,0,162,1.376593,0.534600,1.922967,0.373900
4,4146,0,163,1.376864,0.532900,1.925784,0.372600
4,4146,0,164,1.363589,0.539200,1.921169,0.372700
4,4146,0,165,1.363849,0.537500,1.924261,0.373400
4,4146,0,166,1.364208,0.537300,1.936041,0.370900
4,4146,0,167,1.359390,0.542400,1.935439,0.370700
4,4146,0,168,1.357237,0.538500,1.935905,0.372300
4,4146,0,169,1.355642,0.543000,1.946202,0.370400
4,4146,0,170,1.354674,0.543800,1.927938,0.373100
4,4146,0,171,1.349811,0.541100,1.934301,0.374600
4,4146,0,172,1.346324,0.543400,1.945492,0.371500
4,4146,0,173,1.348719,0.542100,1.951502,0.370800
4,4146,0,174,1.338305,0.546500,1.947745,0.373600
4,4146,0,175,1.340834,0.546500,1.950755,0.373100
4,4146,0,176,1.338190,0.550100,1.945891,0.371000
4,4146,0,177,1.337078,0.548600,1.960137,0.369700
4,4146,0,178,1.333625,0.550000,1.952532,0.372000
4,4146,0,179,1.329576,0.552600,1.955362,0.372400
4,4146,0,180,1.328851,0.551500,1.957345,0.367700
4,4146,0,181,1.326893,0.550700,1.955850,0.373400
4,4146,0,182,1.325662,0.552900,1.959595,0.372800
4,4146,0,183,1.324838,0.552400,1.960245,0.370900
4,4146,0,184,1.323227,0.554200,1.961779,0.372800
4,4146,0,185,1.321206,0.553600,1.963649,0.370900
4,4146,0,186,1.318964,0.557400,1.964471,0.372000
4,4146,0,187,1.317699,0.557400,1.963513,0.371900
4,4146,0,188,1.316573,0.556400,1.964606,0.371400
4,4146,0,189,1.316298,0.556900,1.966740,0.371100
4,4146,0,190,1.315408,0.555800,1.967505,0.371400
4,4146,0,191,1.314073,0.559000,1.968023,0.371400
4,4146,0,192,1.313404,0.557900,1.967056,0.371400
4,4146,0,193,1.312545,0.558600,1.967370,0.372000
4,4146,0,194,1.311780,0.560100,1.968224,0.372500
4,4146,0,195,1.311281,0.560800,1.967878,0.371900
4,4146,0,196,1.310898,0.559900,1.967977,0.373100
4,4146,0,197,1.310340,0.560300,1.968100,0.373300
4,4146,0,198,1.310018,0.560600,1.968146,0.372900
4,4146,0,199,1.309823,0.560800,1.968096,0.372800
4,4146,0,200,1.309723,0.561000,1.968071,0.373100
4,4146,1,1,2.159199,0.215000,1.908184,0.318400
4,4146,1,2,2.036017,0.282700,1.824097,0.353600
4,4146,1,3,1.983077,0.302300,1.783737,0.360200
4,4146,1,4,1.980399,0.303600,1.940034,0.290200
4,4146,1,5,1.961111,0.322100,1.834032,0.308000
4,4146,1,6,1.951866,0.325600,1.783970,0.346900
4,4146,1,7,1.934159,0.337200,1.840886,0.326000
4,4146,1,8,1.924322,0.331500,1.783471,0.364300
4,4146,1,9,1.915894,0.343900,1.756032,0.372000
4,4146,1,10,1.893034,0.350700,1.731085,0.380100
4,4146,1,11,1.902302,0.347200,1.685471,0.401700
4,4146,1,12,1.894713,0.348200,1.783277,0.349300
4,4146,1,13,1.899260,0.346600,1.711658,0.383300
4,4146,1,14,1.873547,0.354000,1.762382,0.370400
4,4146,1,15,1.894647,0.343000,1.708926,0.402300
4,4146,1,16,1.884702,0.351700,1.712164,0.380100
4,4146,1,17,1.870377,0.360300,1.647638,0.414000
4,4146,1,18,1.848856,0.363500,1.793027,0.362100
4,4146,1,19,1.897748,0.351600,1.783764,0.358800
4,4146,1,20,1.905726,0.335300,1.683562,0.400100
4,4146,1,21,1.905773,0.337600,1.786036,0.349600
4,4146,1,22,1.894570,0.344200,1.713712,0.388300
4,4146,1,23,1.862377,0.359600,1.680500,0.404000
4,4146,1,24,1.856690,0.365800,1.635496,0.413200
4,4146,1,25,1.828794,0.378800,1.730356,0.375300
4,4146,1,26,1.849834,0.366900,1.636561,0.410600
4,4146,1,27,1.843084,0.369100,1.775476,0.368800
4,4146,1,28,1.870820,0.356800,1.705669,0.389900
4,4146,1,29,1.832295,0.379700,1.667276,0.407100
4,4146,1,30,1.833898,0.373400,1.666472,0.402900
4,4146,1,31,1.851761,0.367600,1.726489,0.389800
4,4146,1,32,1.835583,0.367000,1.734762,0.384900
4,4146,1,33,1.862813,0.359100,1.775676,0.370300
4,4146,1,34,1.835980,0.370900,1.673862,0.409200
4,4146,1,35,1.815210,0.382000,1.702742,0.406000
4,4146,1,36,1.815094,0.377000,1.739460,0.379500
4,4146,1,37,1.836264,0.370600,1.721750,0.390100
4,4146,1,38,1.829511,0.377000,1.699148,0.395000
4,4146,1,39,1.806288,0.384900,1.721524,0.390500
4,4146,1,40,1.829199,0.375300,1.755366,0.378700
4,4146,1,41,1.838746,0.369300,1.653475,0.403600
4,4146,1,42,1.810502,0.379900,1.774489,0.363100
4,4146,1,43,1.823681,0.377000,1.732020,0.392100
4,4146,1,44,1.837371,0.377000,1.690853,0.406100
4,4146,1,45,1.804678,0.386300,1.693649,0.407400
4,4146,1,46,1.807388,0.385100,1.739415,0.387800
4,4146,1,47,1.844182,0.365300,1.749017,0.374900
4,4146,1,48,1.808334,0.381700,1.668977,0.406100
4,4146,1,49,1.799116,0.389700,1.685031,0.392700
4,4146,1,50,1.814709,0.378600,1.721438,0.386300
4,4146,1,51,1.810143,0.384600,1.686721,0.404000
4,4146,1,52,1.812420,0.379800,1.737674,0.385500
4,4146,1,53,1.813446,0.384600,1.679336,0.408700
4,4146,1,54,1.794112,0.396300,1.691539,0.403400
4,4146,1,55,1.802020,0.385500,1.704130,0.398800
4,4146,1,56,1.777410,0.398600,1.701584,0.398900
4,4146,1,57,1.779454,0.395300,1.673436,0.411100
4,4146,1,58,1.772386,0.394700,1.684511,0.411100
4,4146,1,59,1.751623,0.407900,1.658022,0.412200
4,4146,1,60,1.763117,0.401100,1.664502,0.410200
