width,params,repeat,epoch,train_loss,train_acc,test_loss,test_acc
1,774,2,95,1.999052,0.286500,1.863179,0.322900
1,774,2,96,1.995870,0.286700,1.874289,0.313100
1,774,2,97,2.001285,0.288900,1.882590,0.306400
1,774,2,98,1.988614,0.290400,1.896179,0.312700
1,774,2,99,1.995757,0.284500,1.865506,0.314900
1,774,2,100,1.995635,0.284400,1.862927,0.320900
1,774,2,101,1.991958,0.284000,1.867754,0.318100
1,774,2,102,1.988638,0.289500,1.887769,0.312700
1,774,2,103,2.000125,0.285100,1.893840,0.313200
1,774,2,104,1.989863,0.294200,1.879439,0.308700
1,774,2,105,1.987988,0.293300,1.876097,0.302800
1,774,2,106,1.987860,0.288700,1.855315,0.316300
1,774,2,107,1.977236,0.298100,1.860994,0.318800
1,774,2,108,1.986150,0.290700,1.874345,0.315600
1,774,2,109,1.978700,0.296100,1.868201,0.312700
1,774,2,110,1.984261,0.296200,1.840317,0.323900
1,774,2,111,1.987505,0.292700,1.863574,0.309300
1,774,2,112,1.973988,0.294900,1.858304,0.321400
1,774,2,113,1.975484,0.297600,1.852501,0.308100
1,774,2,114,1.971711,0.301300,1.864830,0.316700
1,774,2,115,1.974998,0.295300,1.864114,0.309100
1,774,2,116,1.980745,0.292800,1.885762,0.310400
1,774,2,117,1.989452,0.290000,1.873820,0.319600
1,774,2,118,1.971515,0.298700,1.852985,0.311700
1,774,2,119,1.967386,0.300600,1.833788,0.314700
1,774,2,120,1.971891,0.294700,1.854859,0.321800
1,774,2,121,1.965016,0.297500,1.894847,0.308100
1,774,2,122,1.978865,0.295000,1.865656,0.311400
1,774,2,123,1.966292,0.303800,1.850415,0.309300
1,774,2,124,1.965968,0.300000,1.843709,0.321500
1,774,2,125,1.963084,0.303900,1.861349,0.311500
1,774,2,126,1.962214,0.302600,1.842624,0.324700
1,774,2,127,1.969220,0.296000,1.846691,0.325900
1,774,2,128,1.964113,0.299900,1.843087,0.324800
1,774,2,129,1.962443,0.305800,1.834810,0.323200
1,774,2,130,1.960218,0.304000,1.843456,0.311800
1,774,2,131,1.958024,0.304700,1.849747,0.325900
1,774,2,132,1.958801,0.300200,1.848325,0.313900
1,774,2,133,1.958997,0.303900,1.846453,0.318400
1,774,2,134,1.957703,0.304500,1.849114,0.313000
1,774,2,135,1.958385,0.306100,1.851017,0.317600
1,774,2,136,1.961335,0.302500,1.837070,0.325600
1,774,2,137,1.953345,0.309600,1.837968,0.323600
1,774,2,138,1.955375,0.304300,1.835255,0.317200
1,774,2,139,1.957375,0.302900,1.859807,0.307500
1,774,2,140,1.953217,0.304300,1.841686,0.311200
1,774,2,141,1.957584,0.306200,1.844760,0.327300
1,774,2,142,1.950363,0.311400,1.836301,0.326300
1,774,2,143,1.951718,0.299200,1.833595,0.327000
1,774,2,144,1.951192,0.312600,1.835286,0.325300
1,774,2,145,1.952531,0.306500,1.849723,0.321300
1,774,2,146,1.950505,0.309200,1.846616,0.323100
1,774,2,147,1.951910,0.307200,1.850454,0.321900
1,774,2,148,1.949738,0.309100,1.827963,0.325500
1,774,2,149,1.947486,0.313700,1.835214,0.327500
1,774,2,150,1.946791,0.312800,1.841503,0.322800
1,774,2,151,1.946692,0.311900,1.838729,0.328100
1,774,2,152,1.946547,0.311400,1.836717,0.325100
1,774,2,153,1.945044,0.309000,1.842206,0.327500
1,774,2,154,1.943772,0.310300,1.826424,0.328800
1,774,2,155,1.944233,0.311700,1.836891,0.327700
1,774,2,156,1.943600,0.312000,1.835944,0.330700
1,774,2,157,1.943090,0.309000,1.834836,0.314700
1,774,2,158,1.944277,0.312700,1.833101,0.328700
1,774,2,159,1.942028,0.310600,1.831924,0.329000
1,774,2,160,1.943219,0.311400,1.827074,0.331100
1,774,2,161,1.941627,0.310700,1.827104,0.320800
1,774,2,162,1.940310,0.317200,1.829775,0.323700
1,774,2,163,1.939281,0.314500,1.825543,0.331900
1,774,2,164,1.938194,0.312300,1.834896,0.323800
1,774,2,165,1.940559,0.314300,1.834943,0.325600
1,774,2,166,1.938376,0.315100,1.825767,0.318200
1,774,2,167,1.937592,0.313200,1.826946,0.329800
1,774,2,168,1.936684,0.312400,1.833375,0.329700
1,774,2,169,1.938473,0.313300,1.824118,0.321700
1,774,2,170,1.936056,0.313600,1.825119,0.331300
1,774,2,171,1.936045,0.311600,1.829834,0.330400
1,774,2,172,1.936792,0.315400,1.829915,0.330300
1,774,2,173,1.935678,0.317900,1.835949,0.324800
1,774,2,174,1.936300,0.314100,1.826687,0.327200
1,774,2,175,1.934982,0.317500,1.827047,0.326600
1,774,2,176,1.932538,0.315800,1.821684,0.335100
1,774,2,177,1.933687,0.318000,1.826971,0.330600
1,774,2,178,1.932149,0.315700,1.826560,0.332100
1,774,2,179,1.932701,0.318300,1.824670,0.330300
1,774,2,180,1.931985,0.318500,1.826969,0.328500
1,774,2,181,1.931653,0.316600,1.826247,0.328700
1,774,2,182,1.930767,0.318500,1.824589,0.327700
1,774,2,183,1.930943,0.319300,1.823822,0.329000
1,774,2,184,1.929683,0.320000,1.824985,0.328400
1,774,2,185,1.930734,0.316700,1.823939,0.329000
1,774,2,186,1.930273,0.320600,1.822910,0.329400
1,774,2,187,1.929642,0.320400,1.822729,0.329400
1,774,2,188,1.929287,0.319600,1.822861,0.330200
1,774,2,189,1.929296,0.320400,1.822360,0.331500
1,774,2,190,1.929303,0.318400,1.823244,0.331600
1,774,2,191,1.928930,0.319000,1.823187,0.330200
1,774,2,192,1.928678,0.319600,1.822726,0.331300
1,774,2,193,1.928511,0.321200,1.822654,0.331800
1,774,2,194,1.928321,0.321200,1.822617,0.331200
1,774,2,195,1.928207,0.320900,1.822615,0.330900
1,774,2,196,1.928088,0.321400,1.822527,0.331200
1,774,2,197,1.928026,0.320900,1.822508,0.330700
1,774,2,198,1.927965,0.321300,1.822410,0.331100
1,774,2,199,1.927927,0.320800,1.822368,0.331300
1,774,2,200,1.927898,0.321000,1.822363,0.331200
2,1718,0,1,2.167429,0.214500,2.051357,0.275100
2,1718,0,2,2.047314,0.271000,1.875275,0.328000
2,1718,0,3,2.024057,0.285500,1.842697,0.348800
2,1718,0,4,1.997495,0.289800,1.832578,0.330000
2,1718,0,5,1.989969,0.289300,1.747707,0.367600
2,1718,0,6,1.947900,0.310900,1.800715,0.330900
2,1718,0,7,1.956075,0.310200,1.848676,0.320300
2,1718,0,8,1.957490,0.309500,1.790572,0.331800
2,1718,0,9,1.954129,0.314400,1.811549,0.345100
2,1718,0,10,1.988605,0.301100,1.793465,0.352400
2,1718,0,11,1.929913,0.322400,1.786033,0.357000
2,1718,0,12,1.965598,0.303500,1.818415,0.329900
2,1718,0,13,1.933735,0.322600,1.827320,0.324700
2,1718,0,14,1.940222,0.320100,1.813568,0.341500
2,1718,0,15,1.931449,0.323200,1.766416,0.365300
2,1718,0,16,1.930717,0.320900,1.741388,0.378900
2,1718,0,17,1.944011,0.313400,1.800178,0.338200
2,1718,0,18,1.968304,0.307800,1.851506,0.321700
2,1718,0,19,1.954282,0.309400,1.746121,0.366600
2,1718,0,20,1.946223,0.317600,1.813312,0.341500
2,1718,0,21,1.937313,0.322500,1.808445,0.350400
2,1718,0,22,1.941049,0.318400,1.849319,0.323600
2,1718,0,23,1.951425,0.311800,1.770946,0.354200
2,1718,0,24,1.923383,0.326000,1.766163,0.366000
2,1718,0,25,1.928210,0.322500,1.764953,0.346700
2,1718,0,26,1.923883,0.327300,1.775111,0.360500
2,1718,0,27,1.919233,0.330200,1.713769,0.374800
2,1718,0,28,1.906228,0.328900,1.770760,0.376200
2,1718,0,29,1.926328,0.320700,1.779291,0.353000
2,1718,0,30,1.970761,0.304000,1.805643,0.334000
2,1718,0,31,1.961457,0.308500,1.774916,0.360900
2,1718,0,32,1.912369,0.329700,1.783829,0.354300
2,1718,0,33,1.936564,0.318400,1.782785,0.349100
2,1718,0,34,1.924578,0.324000,1.764044,0.361200
2,1718,0,35,1.913030,0.328900,1.734173,0.360500
2,1718,0,36,1.898539,0.333100,1.758219,0.370700
2,1718,0,37,1.912891,0.335600,1.766159,0.355600
2,1718,0,38,1.911814,0.327100,1.844302,0.324300
2,1718,0,39,1.937128,0.321200,1.763347,0.362800
2,1718,0,40,1.936719,0.322100,1.834348,0.340300
2,1718,0,41,1.919782,0.326600,1.816454,0.334700
2,1718,0,42,1.920177,0.330800,1.806302,0.343000
2,1718,0,43,1.910840,0.334300,1.733338,0.365200
2,1718,0,44,1.910321,0.333200,1.728857,0.384400
2,1718,0,45,1.895335,0.335000,1.749349,0.364400
2,1718,0,46,1.922912,0.326000,1.759672,0.360100
2,1718,0,47,1.895855,0.334200,1.771179,0.352500
2,1718,0,48,1.906214,0.339200,1.866783,0.302900
2,1718,0,49,1.922074,0.324900,1.773415,0.357600
2,1718,0,50,1.906290,0.334300,1.770554,0.351000
2,1718,0,51,1.891146,0.338800,1.799038,0.341500
2,1718,0,52,1.898264,0.337300,1.711250,0.380100
2,1718,0,53,1.909632,0.337700,1.791404,0.345500
2,1718,0,54,1.901629,0.344600,1.743271,0.372700
2,1718,0,55,1.884789,0.347000,1.711882,0.384400
2,1718,0,56,1.913406,0.334200,1.727565,0.379900
2,1718,0,57,1.877046,0.347300,1.731149,0.378700
2,1718,0,58,1.918837,0.334100,1.724253,0.385500
2,1718,0,59,1.905947,0.336500,1.742996,0.364100
2,1718,0,60,1.885270,0.344400,1.732773,0.370800
2,1718,0,61,1.880609,0.348200,1.751063,0.359100
2,1718,0,62,1.863627,0.355400,1.691063,0.392200
2,1718,0,63,1.881762,0.343000,1.772539,0.362300
2,1718,0,64,1.884526,0.348500,1.797896,0.347300
2,1718,0,65,1.884099,0.333700,1.750525,0.374500
2,1718,0,66,1.874890,0.348100,1.748323,0.369200
2,1718,0,67,1.880680,0.343600,1.791484,0.348900
2,1718,0,68,1.861327,0.355800,1.731167,0.371300
2,1718,0,69,1.860232,0.354100,1.742162,0.366600
2,1718,0,70,1.869356,0.358600,1.764584,0.358400
2,1718,0,71,1.869092,0.354000,1.787862,0.349100
2,1718,0,72,1.870983,0.349600,1.764122,0.368700
2,1718,0,73,1.887364,0.348300,1.747337,0.367100
2,1718,0,74,1.863577,0.361700,1.778376,0.369900
2,1718,0,75,1.879969,0.347400,1.732496,0.376700
2,1718,0,76,1.858561,0.355600,1.793124,0.340200
2,1718,0,77,1.857282,0.358700,1.774111,0.355700
2,1718,0,78,1.855790,0.361300,1.921806,0.330500
2,1718,0,79,1.866213,0.352600,1.728692,0.381200
2,1718,0,80,1.842156,0.365600,1.723548,0.396000
2,1718,0,81,1.843849,0.364400,1.746369,0.367500
2,1718,0,82,1.852274,0.357300,1.715443,0.375100
2,1718,0,83,1.842481,0.365800,1.703334,0.385000
2,1718,0,84,1.825026,0.372500,1.725437,0.376100
2,1718,0,85,1.852221,0.367700,1.739298,0.374200
2,1718,0,86,1.851230,0.364200,1.740417,0.387100
2,1718,0,87,1.844220,0.360600,1.742274,0.374800
2,1718,0,88,1.855022,0.360600,1.717756,0.373900
2,1718,0,89,1.833391,0.368300,1.754686,0.369300
2,1718,0,90,1.835657,0.368500,1.719948,0.383900
2,1718,0,91,1.841340,0.364600,1.723116,0.387400
2,1718,0,92,1.841545,0.366400,1.708898,0.384300
2,1718,0,93,1.831738,0.369300,1.738581,0.371500
2,1718,0,94,1.824677,0.372600,1.708696,0.382500
2,1718,0,95,1.813665,0.381200,1.709085,0.379500
2,1718,0,96,1.826581,0.370400,1.697940,0.390100
2,1718,0,97,1.824772,0.377100,1.815404,0.339200
2,1718,0,98,1.848321,0.358000,1.696950,0.390000
2,1718,0,99,1.811958,0.373400,1.719119,0.378400
2,1718,0,100,1.815125,0.372800,1.688026,0.392200
2,1718,0,101,1.791953,0.389900,1.778874,0.372000
2,1718,0,102,1.837834,0.370000,1.718630,0.380600
2,1718,0,103,1.805067,0.378800,1.705161,0.385800
2,1718,0,104,1.813618,0.375600,1.688269,0.386500
2,1718,0,105,1.800828,0.387400,1.748411,0.362500
2,1718,0,106,1.799325,0.382400,1.695982,0.396600
2,1718,0,107,1.799955,0.382300,1.667653,0.398200
2,1718,0,108,1.796422,0.379800,1.731133,0.371500
2,1718,0,109,1.800788,0.385400,1.684446,0.393500
2,1718,0,110,1.783513,0.397600,1.716554,0.384800
2,1718,0,111,1.793282,0.393300,1.677651,0.397700
2,1718,0,112,1.780789,0.395200,1.694983,0.381600
2,1718,0,113,1.796566,0.384600,1.699700,0.395300
2,1718,0,114,1.780302,0.392600,1.691913,0.400100
2,1718,0,115,1.776473,0.392800,1.693885,0.394500
2,1718,0,116,1.778898,0.394000,1.664203,0.402400
2,1718,0,117,1.765422,0.400300,1.683413,0.397800
2,1718,0,118,1.779019,0.392000,1.692426,0.390000
2,1718,0,119,1.769729,0.398800,1.685318,0.400400
2,1718,0,120,1.759305,0.401900,1.735903,0.387100
2,1718,0,121,1.784038,0.390200,1.730446,0.368600
2,1718,0,122,1.766775,0.395100,1.674152,0.403100
2,1718,0,123,1.765937,0.401600,1.693681,0.398900
2,1718,0,124,1.762185,0.398900,1.697758,0.385400
2,1718,0,125,1.758331,0.403800,1.675819,0.403500
2,1718,0,126,1.747506,0.407700,1.668726,0.407200
2,1718,0,127,1.748734,0.413700,1.694589,0.397600
2,1718,0,128,1.747581,0.403800,1.677531,0.409000
2,1718,0,129,1.747927,0.411900,1.684485,0.400300
2,1718,0,130,1.735193,0.413500,1.706553,0.397000
2,1718,0,131,1.748647,0.412700,1.703102,0.397300
2,1718,0,132,1.748137,0.413000,1.665952,0.407700
2,1718,0,133,1.733842,0.415000,1.656603,0.411300
2,1718,0,134,1.745971,0.413100,1.665613,0.407600
2,1718,0,135,1.741641,0.409200,1.665402,0.402600
2,1718,0,136,1.727897,0.420100,1.680371,0.399800
2,1718,0,137,1.730370,0.415400,1.678785,0.393600
2,1718,0,138,1.720312,0.424500,1.696800,0.396100
2,1718,0,139,1.725956,0.416800,1.674234,0.404500
2,1718,0,140,1.715686,0.423900,1.669022,0.401000
2,1718,0,141,1.708526,0.425300,1.655882,0.411100
2,1718,0,142,1.714393,0.421300,1.681761,0.398000
2,1718,0,143,1.713529,0.424900,1.655388,0.408700
2,1718,0,144,1.711086,0.425700,1.642171,0.416400
2,1718,0,145,1.708775,0.423800,1.650841,0.409800
2,1718,0,146,1.713005,0.418500,1.649260,0.414100
2,1718,0,147,1.700999,0.431900,1.651803,0.407800
2,1718,0,148,1.697709,0.427400,1.677732,0.398400
2,1718,0,149,1.701700,0.431000,1.658263,0.408600
2,1718,0,150,1.695343,0.430700,1.661485,0.404400
2,1718,0,151,1.693650,0.427000,1.653798,0.412000
2,1718,0,152,1.698678,0.429100,1.685251,0.401200
2,1718,0,153,1.690742,0.433400,1.653530,0.410100
2,1718,0,154,1.692097,0.433400,1.657866,0.410000
2,1718,0,155,1.684709,0.432700,1.650746,0.410200
2,1718,0,156,1.688969,0.432800,1.674219,0.402700
2,1718,0,157,1.685449,0.433700,1.660935,0.408700
2,1718,0,158,1.679628,0.439100,1.653293,0.412600
2,1718,0,159,1.681706,0.434100,1.669029,0.402700
2,1718,0,160,1.678888,0.440600,1.644147,0.413200
2,1718,0,161,1.675016,0.439400,1.651830,0.411600
2,1718,0,162,1.678562,0.440100,1.650297,0.411300
2,1718,0,163,1.671093,0.439900,1.658904,0.412400
2,1718,0,164,1.678834,0.438000,1.653598,0.410200
2,1718,0,165,1.668168,0.443200,1.659296,0.412500
2,1718,0,166,1.667763,0.447000,1.644849,0.415600
2,1718,0,167,1.665533,0.442700,1.649447,0.412300
2,1718,0,168,1.671540,0.444400,1.644028,0.415500
2,1718,0,169,1.664132,0.444700,1.647167,0.413900
2,1718,0,170,1.659793,0.446800,1.644552,0.412000
2,1718,0,171,1.659555,0.447000,1.643275,0.410600
2,1718,0,172,1.659530,0.444500,1.650905,0.412800
2,1718,0,173,1.655547,0.446300,1.646636,0.411900
2,1718,0,174,1.653022,0.444900,1.657846,0.412400
2,1718,0,175,1.654772,0.444200,1.641396,0.414800
2,1718,0,176,1.652309,0.451100,1.648019,0.415000
2,1718,0,177,1.654770,0.447200,1.642840,0.415800
2,1718,0,178,1.650891,0.450500,1.642497,0.415100
2,1718,0,179,1.649177,0.449000,1.646617,0.413200
2,1718,0,180,1.648605,0.451400,1.645705,0.414400
2,1718,0,181,1.647903,0.452800,1.644237,0.414600
2,1718,0,182,1.647078,0.449800,1.647623,0.414000
2,1718,0,183,1.646317,0.452100,1.645078,0.415100
2,1718,0,184,1.645409,0.452800,1.645421,0.413100
2,1718,0,185,1.645013,0.450700,1.645419,0.414600
2,1718,0,186,1.643572,0.454100,1.645810,0.413500
2,1718,0,187,1.642315,0.454200,1.645615,0.413100
2,1718,0,188,1.641865,0.455500,1.645235,0.413700
2,1718,0,189,1.641847,0.453800,1.645424,0.412100
2,1718,0,190,1.641087,0.455400,1.645531,0.412200
2,1718,0,191,1.640200,0.453900,1.646318,0.412700
2,1718,0,192,1.639870,0.454400,1.645582,0.414200
2,1718,0,193,1.639560,0.454900,1.646346,0.411700
2,1718,0,194,1.639146,0.455300,1.646084,0.413500
2,1718,0,195,1.638837,0.455700,1.646097,0.413300
2,1718,0,196,1.638522,0.454500,1.645979,0.412700
2,1718,0,197,1.638314,0.455500,1.646082,0.412300
2,1718,0,198,1.638106,0.455900,1.646138,0.412300
2,1718,0,199,1.637945,0.455400,1.646148,0.411800
2,1718,0,200,1.637875,0.455500,1.646139,0.411900
2,1718,1,1,2.197684,0.201400,2.050642,0.271000
2,1718,1,2,2.082427,0.259600,2.069800,0.256200
2,1718,1,3,2.062470,0.265600,1.869520,0.315700
2,1718,1,4,2.020250,0.278100,2.022198,0.255500
2,1718,1,5,2.004021,0.286300,1.849772,0.328200
2,1718,1,6,1.994332,0.296600,1.811302,0.342000
2,1718,1,7,1.985649,0.292500,1.796033,0.347400
2,1718,1,8,1.971296,0.304400,1.807361,0.345100
2,1718,1,9,1.980622,0.298800,1.812944,0.341500
2,1718,1,10,1.975022,0.300700,1.788978,0.344600
2,1718,1,11,1.951861,0.322900,1.930796,0.316700
2,1718,1,12,1.967175,0.308600,1.807946,0.357600
2,1718,1,13,1.958804,0.310200,1.822953,0.342200
2,1718,1,14,1.955440,0.310700,1.776452,0.373100
2,1718,1,15,1.965476,0.314800,1.857577,0.340000
2,1718,1,16,1.940304,0.330200,1.822380,0.347500
2,1718,1,17,1.966877,0.301200,1.774270,0.352100
2,1718,1,18,1.957466,0.317400,1.887492,0.325800
2,1718,1,19,1.976734,0.301800,1.824429,0.341400
2,1718,1,20,1.952064,0.315800,1.776155,0.355800
2,1718,1,21,1.937598,0.321800,1.784810,0.353600
2,1718,1,22,1.954431,0.315300,1.785041,0.362100
2,1718,1,23,1.934029,0.325300,1.777336,0.364000
2,1718,1,24,1.955343,0.317400,1.865071,0.326100
2,1718,1,25,1.947687,0.319800,1.825669,0.355800
2,1718,1,26,1.934512,0.324800,1.826903,0.336100
2,1718,1,27,1.929092,0.328700,1.785864,0.352400
2,1718,1,28,1.913402,0.341300,1.807018,0.347200
2,1718,1,29,1.935849,0.327200,1.774869,0.369500
2,1718,1,30,1.929112,0.327200,1.853981,0.328900
2,1718,1,31,1.957777,0.314600,1.773479,0.371900
2,1718,1,32,1.918280,0.338900,1.804933,0.350800
2,1718,1,33,1.934082,0.323400,1.763757,0.363200
2,1718,1,34,1.928014,0.330400,1.817798,0.348400
2,1718,1,35,1.915747,0.332600,1.746177,0.373000
2,1718,1,36,1.918331,0.333600,1.776286,0.360300
2,1718,1,37,1.916038,0.329600,1.774823,0.366800
2,1718,1,38,1.917865,0.336300,1.779205,0.369800
2,1718,1,39,1.915167,0.332800,1.773999,0.368900
2,1718,1,40,1.926769,0.329700,1.772678,0.359700
2,1718,1,41,1.935863,0.333700,1.789907,0.351200
2,1718,1,42,1.915107,0.333100,1.857889,0.330400
2,1718,1,43,1.920292,0.334500,1.846187,0.335600
2,1718,1,44,1.917588,0.332700,1.747480,0.383000
2,1718,1,45,1.909385,0.342300,1.790036,0.363800
2,1718,1,46,1.902011,0.348100,1.707995,0.379200
2,1718,1,47,1.902644,0.347600,1.753869,0.373300
2,1718,1,48,1.919643,0.338400,1.758435,0.367500
2,1718,1,49,1.901225,0.345000,1.719778,0.374600
2,1718,1,50,1.889627,0.353200,1.770719,0.370600
2,1718,1,51,1.890171,0.354100,1.735665,0.379600
2,1718,1,52,1.893556,0.351500,1.719047,0.384300
2,1718,1,53,1.899276,0.339300,1.782734,0.377500
2,1718,1,54,1.893716,0.347800,1.779475,0.367100
2,1718,1,55,1.907288,0.346300,1.730475,0.385100
2,1718,1,56,1.901977,0.349400,1.729076,0.390600
2,1718,1,57,1.899204,0.350200,1.774822,0.370300
2,1718,1,58,1.909168,0.337800,1.796382,0.366500
2,1718,1,59,1.885006,0.352300,1.739575,0.380300
2,1718,1,60,1.896214,0.352800,1.768976,0.359100
2,1718,1,61,1.915349,0.338500,1.729911,0.393800
2,1718,1,62,1.892713,0.352100,1.833150,0.348900
2,1718,1,63,1.904299,0.348900,1.783947,0.357400
2,1718,1,64,1.887489,0.350000,1.744232,0.378300
2,1718,1,65,1.875215,0.353300,1.825029,0.351400
2,1718,1,66,1.910639,0.342000,1.809213,0.360400
2,1718,1,67,1.887881,0.353600,1.694582,0.395600
2,1718,1,68,1.873085,0.364500,1.749684,0.387800
2,1718,1,69,1.891640,0.353100,1.832129,0.347600
2,1718,1,70,1.898882,0.343600,1.714651,0.386400
2,1718,1,71,1.877485,0.356800,1.732661,0.381800
2,1718,1,72,1.876490,0.355700,1.754136,0.378300
2,1718,1,73,1.866430,0.363100,1.732285,0.380000
2,1718,1,74,1.867697,0.363000,1.825141,0.344800
2,1718,1,75,1.879893,0.358700,1.701887,0.394700
2,1718,1,76,1.867261,0.361000,1.761080,0.380900
2,1718,1,77,1.872447,0.360800,1.714849,0.390900
2,1718,1,78,1.855464,0.366700,1.726013,0.386300
2,1718,1,79,1.857938,0.368900,1.694474,0.397900
2,1718,1,80,1.840697,0.377100,1.721302,0.386500
2,1718,1,81,1.847711,0.364300,1.760057,0.375500
2,1718,1,82,1.872646,0.356900,1.715250,0.380500
2,1718,1,83,1.856724,0.367300,1.687302,0.397000
2,1718,1,84,1.842527,0.371500,1.718384,0.388800
2,1718,1,85,1.836763,0.374500,1.706762,0.397500
2,1718,1,86,1.851715,0.370200,1.851615,0.339200
2,1718,1,87,1.868684,0.363100,1.722337,0.383500
2,1718,1,88,1.860668,0.363000,1.710822,0.392400
2,1718,1,89,1.836899,0.376600,1.772170,0.373200
2,1718,1,90,1.874317,0.356400,1.701294,0.398700
2,1718,1,91,1.867468,0.366800,1.689770,0.394800
2,1718,1,92,1.842581,0.373500,1.713248,0.395800
2,1718,1,93,1.834564,0.373500,1.719844,0.380700
2,1718,1,94,1.869712,0.369600,1.804899,0.357900
2,1718,1,95,1.857455,0.367400,1.710071,0.396100
2,1718,1,96,1.843930,0.372100,1.662712,0.411900
2,1718,1,97,1.833038,0.381000,1.697080,0.396700
2,1718,1,98,1.834226,0.374700,1.695576,0.396400
2,1718,1,99,1.825661,0.378900,1.685780,0.403200
2,1718,1,100,1.816719,0.388100,1.694057,0.402900
2,1718,1,101,1.824184,0.382200,1.723745,0.394300
2,1718,1,102,1.806015,0.386800,1.679013,0.400500
2,1718,1,103,1.801713,0.387500,1.691036,0.402700
2,1718,1,104,1.808716,0.391200,1.708120,0.391000
2,1718,1,105,1.817735,0.381400,1.661260,0.408100
2,1718,1,106,1.816256,0.381400,1.671631,0.403700
2,1718,1,107,1.836039,0.379300,1.703423,0.395000
2,1718,1,108,1.807166,0.387400,1.685966,0.398200
2,1718,1,109,1.821152,0.383400,1.718397,0.390600
2,1718,1,110,1.840987,0.378400,1.654087,0.407200
2,1718,1,111,1.804247,0.393100,1.671417,0.404900
2,1718,1,112,1.803771,0.394200,1.689595,0.397200
2,1718,1,113,1.807040,0.392500,1.721704,0.394400
2,1718,1,114,1.791489,0.398000,1.654312,0.409900
2,1718,1,115,1.795723,0.392000,1.690559,0.400600
2,1718,1,116,1.805664,0.390900,1.695122,0.397800
2,1718,1,117,1.799495,0.390200,1.701294,0.389900
2,1718,1,118,1.819155,0.387200,1.741436,0.384100
2,1718,1,119,1.792234,0.391700,1.689107,0.404700
2,1718,1,120,1.781698,0.401800,1.663995,0.403200
2,1718,1,121,1.782826,0.401500,1.653851,0.412600
2,1718,1,122,1.780108,0.400400,1.668506,0.411500
2,1718,1,123,1.768709,0.406800,1.678564,0.408700
2,1718,1,124,1.763020,0.404600,1.668635,0.405300
2,1718,1,125,1.767908,0.408200,1.659886,0.408000
2,1718,1,126,1.776739,0.402100,1.650131,0.417600
2,1718,1,127,1.764703,0.406500,1.662887,0.413100
2,1718,1,128,1.763763,0.405900,1.653587,0.413500
2,1718,1,129,1.767945,0.408300,1.665540,0.409900
2,1718,1,130,1.759755,0.405700,1.655104,0.417100
2,1718,1,131,1.753199,0.410400,1.657511,0.414100
2,1718,1,132,1.756804,0.408400,1.668138,0.406100
2,1718,1,133,1.753688,0.410400,1.689847,0.398800
2,1718,1,134,1.753396,0.411000,1.659045,0.409500
2,1718,1,135,1.748272,0.412800,1.645027,0.417300
2,1718,1,136,1.745238,0.412600,1.684101,0.409400
2,1718,1,137,1.740570,0.419800,1.677643,0.409500
2,1718,1,138,1.748944,0.415800,1.674062,0.410800
2,1718,1,139,1.739352,0.416900,1.670239,0.408900
2,1718,1,140,1.743408,0.419500,1.666439,0.411000
2,1718,1,141,1.740102,0.413400,1.657343,0.406200
2,1718,1,142,1.736930,0.416000,1.649086,0.415600
2,1718,1,143,1.728387,0.418700,1.652934,0.412300
2,1718,1,144,1.730461,0.418900,1.668104,0.407500
2,1718,1,145,1.729373,0.423300,1.651689,0.407800
2,1718,1,146,1.724652,0.424700,1.652144,0.410000
2,1718,1,147,1.721956,0.423300,1.655028,0.409800
2,1718,1,148,1.723658,0.423600,1.655258,0.410500
2,1718,1,149,1.714967,0.428200,1.656052,0.416700
2,1718,1,150,1.719375,0.427500,1.650333,0.414700
2,1718,1,151,1.720022,0.425200,1.660304,0.411700
2,1718,1,152,1.716860,0.426700,1.654279,0.412600
2,1718,1,153,1.710648,0.429400,1.640290,0.419400
2,1718,1,154,1.711812,0.433200,1.652761,0.411300
2,1718,1,155,1.707042,0.429900,1.661497,0.408900
2,1718,1,156,1.706200,0.427400,1.650253,0.411600
2,1718,1,157,1.709282,0.430300,1.642037,0.417000
2,1718,1,158,1.702027,0.433500,1.653150,0.411200
2,1718,1,159,1.702017,0.431400,1.644568,0.415400
2,1718,1,160,1.702297,0.432200,1.653842,0.411400
2,1718,1,161,1.697396,0.433600,1.647619,0.413000
2,1718,1,162,1.699668,0.432600,1.648837,0.414100
2,1718,1,163,1.696415,0.433300,1.646914,0.419800
2,1718,1,164,1.692251,0.436800,1.650884,0.412000
2,1718,1,165,1.694365,0.433500,1.656351,0.416300
2,1718,1,166,1.694635,0.437100,1.651943,0.412900
2,1718,1,167,1.690898,0.438800,1.648958,0.408500
2,1718,1,168,1.690131,0.440700,1.648262,0.414800
2,1718,1,169,1.690214,0.433800,1.644348,0.417000
2,1718,1,170,1.686397,0.438800,1.646539,0.413700
2,1718,1,171,1.684755,0.436300,1.647892,0.410500
2,1718,1,172,1.683802,0.440600,1.646245,0.414400
2,1718,1,173,1.683036,0.440600,1.645493,0.412500
2,1718,1,174,1.682654,0.437300,1.649335,0.411900
2,1718,1,175,1.678973,0.442200,1.648586,0.413600
2,1718,1,176,1.682662,0.439200,1.643905,0.413300
2,1718,1,177,1.678376,0.442100,1.652366,0.412500
2,1718,1,178,1.677884,0.439300,1.650228,0.412000
2,1718,1,179,1.675631,0.440300,1.646316,0.413900
